Age,Gender,HCCI_category,HCCI_outpatient_service_type,RX_generic_brand_indicator,HCCI_subcategory,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
All Ages,Female,PH,NA,NA,Administration of Drugs,2016,36.692,2.856,53.183,4.139,689.913,1.022,54.332,4.229,675.328,0.028,0.038,0.008,0.02,-0.008,0,0.027,0.084,0.046,0.034,0.048,0.022,0.057,0.026
All Ages,Female,PH,NA,NA,Administration of Drugs,2017,41.606,2.995,60.56,4.36,687.017,1.019,61.683,4.441,674.512,0.134,0.049,0.139,-0.004,-0.003,0.135,-0.001,0.229,0.098,0.178,0.044,0.019,0.199,0.025
All Ages,Female,PH,NA,NA,Administration of Drugs,2018,45.634,3.041,63.411,4.226,719.663,1.006,63.786,4.251,715.431,0.097,0.015,0.047,0.048,-0.012,0.034,0.061,0.348,0.114,0.233,0.094,0.006,0.24,0.087
All Ages,Female,PH,NA,NA,All Professional Services,2014,"2,013.27",417.267,102.696,21.285,"19,604.08",1,102.696,21.285,"19,604.08",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,All Professional Services,2015,"2,079.66",437.709,105.486,22.202,"19,714.99",1.008,106.319,22.377,"19,560.55",0.033,0.049,0.027,0.006,0.008,0.035,-0.002,0.033,0.049,0.027,0.006,0.008,0.035,-0.002
All Ages,Female,PH,NA,NA,All Professional Services,2016,"2,155.97",454.08,108.405,22.832,"19,888.15",1.025,111.144,23.409,"19,398.01",0.037,0.037,0.028,0.009,0.017,0.045,-0.008,0.071,0.088,0.056,0.014,0.025,0.082,-0.011
All Ages,Female,PH,NA,NA,All Professional Services,2017,"2,241.13",467.091,112.963,23.544,"19,839.50",1.021,115.369,24.045,"19,425.79",0.039,0.029,0.042,-0.002,-0.004,0.038,0.001,0.113,0.119,0.1,0.012,0.021,0.123,-0.009
All Ages,Female,PH,NA,NA,All Professional Services,2018,"2,338.14",485.897,114.525,23.8,"20,415.96",1.022,117.03,24.32,"19,979.03",0.043,0.04,0.014,0.029,0.001,0.014,0.028,0.161,0.164,0.115,0.041,0.022,0.14,0.019
All Ages,Female,PH,NA,NA,Anesthesia,2014,125.158,18.009,755.543,108.717,165.652,1,755.543,108.717,165.652,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Anesthesia,2015,127.89,18.382,771.423,110.878,165.785,0.995,767.198,110.271,166.698,0.022,0.021,0.021,0.001,-0.005,0.015,0.006,0.022,0.021,0.021,0.001,-0.005,0.015,0.006
All Ages,Female,PH,NA,NA,Anesthesia,2016,131.567,18.332,781.586,108.902,168.334,0.991,774.511,107.916,169.871,0.029,-0.003,0.013,0.015,-0.004,0.01,0.019,0.051,0.018,0.034,0.016,-0.009,0.025,0.025
All Ages,Female,PH,NA,NA,Anesthesia,2017,134.214,18.822,790.476,110.855,169.789,0.94,743.227,104.229,180.583,0.02,0.027,0.011,0.009,-0.051,-0.04,0.063,0.072,0.045,0.046,0.025,-0.06,-0.016,0.09
All Ages,Female,PH,NA,NA,Anesthesia,2018,133.121,19.205,778.251,112.278,171.052,0.942,732.763,105.715,181.67,-0.008,0.02,-0.015,0.007,0.001,-0.014,0.006,0.064,0.066,0.03,0.033,-0.058,-0.03,0.097
All Ages,Female,PH,NA,NA,ER,2014,80.258,12.495,391.918,61.017,204.783,1,391.918,61.017,204.783,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,ER,2015,87.203,14.499,412.457,68.577,211.423,1.002,413.394,68.733,210.943,0.087,0.16,0.052,0.032,0.002,0.055,0.03,0.087,0.16,0.052,0.032,0.002,0.055,0.03
All Ages,Female,PH,NA,NA,ER,2016,92.475,16.055,421.619,73.201,219.334,1.018,429.136,74.506,215.492,0.06,0.107,0.022,0.037,0.016,0.038,0.022,0.152,0.285,0.076,0.071,0.018,0.095,0.052
All Ages,Female,PH,NA,NA,ER,2017,95.199,16.783,426.23,75.141,223.352,1.026,437.524,77.132,217.586,0.029,0.045,0.011,0.018,0.009,0.02,0.01,0.186,0.343,0.088,0.091,0.026,0.116,0.063
All Ages,Female,PH,NA,NA,ER,2018,92.665,16.973,402.958,73.807,229.962,1.044,420.59,77.037,220.322,-0.027,0.011,-0.055,0.03,0.017,-0.039,0.013,0.155,0.358,0.028,0.123,0.044,0.073,0.076
All Ages,Female,PH,NA,NA,Immunizations,2014,32.442,0.47,62.866,0.91,516.047,1,62.866,0.91,516.047,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Immunizations,2015,34.552,0.45,64.569,0.84,535.118,1.069,68.994,0.898,500.798,0.065,-0.043,0.027,0.037,0.069,0.097,-0.03,0.065,-0.043,0.027,0.037,0.069,0.097,-0.03
All Ages,Female,PH,NA,NA,Immunizations,2016,38.332,0.471,65.735,0.807,583.133,1.113,73.192,0.899,523.718,0.109,0.047,0.018,0.09,0.042,0.061,0.046,0.182,0.002,0.046,0.13,0.113,0.164,0.015
All Ages,Female,PH,NA,NA,Immunizations,2017,38.673,0.452,67.833,0.793,570.114,1.105,74.929,0.876,516.12,0.009,-0.039,0.032,-0.022,-0.008,0.024,-0.015,0.192,-0.037,0.079,0.105,0.105,0.192,0
All Ages,Female,PH,NA,NA,Immunizations,2018,41.379,0.444,69.725,0.748,593.462,1.076,75.002,0.804,551.71,0.07,-0.019,0.028,0.041,-0.026,0.001,0.069,0.275,-0.055,0.109,0.15,0.076,0.193,0.069
All Ages,Female,PH,NA,NA,Lab,2014,194.667,51.262,32.585,8.581,"5,974.17",1,32.585,8.581,"5,974.17",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Lab,2015,201.736,54.114,32.351,8.678,"6,235.81",1.051,33.996,9.119,"5,934.19",0.036,0.056,-0.007,0.044,0.051,0.043,-0.007,0.036,0.056,-0.007,0.044,0.051,0.043,-0.007
All Ages,Female,PH,NA,NA,Lab,2016,188.181,51.493,30.718,8.406,"6,125.98",1.081,33.222,9.091,"5,664.36",-0.067,-0.048,-0.05,-0.018,0.029,-0.023,-0.045,-0.033,0.004,-0.057,0.025,0.081,0.02,-0.052
All Ages,Female,PH,NA,NA,Lab,2017,188.002,51.655,30.237,8.308,"6,217.53",1.086,32.836,9.022,"5,725.51",-0.001,0.003,-0.016,0.015,0.004,-0.012,0.011,-0.034,0.008,-0.072,0.041,0.086,0.008,-0.042
All Ages,Female,PH,NA,NA,Lab,2018,186.988,51.628,29.189,8.059,"6,406.22",1.113,32.478,8.967,"5,757.43",-0.005,-0.001,-0.035,0.03,0.025,-0.011,0.006,-0.039,0.007,-0.104,0.072,0.113,-0.003,-0.036
All Ages,Female,PH,NA,NA,Office Visits,2014,418.686,126.488,106.61,32.208,"3,927.28",1,106.61,32.208,"3,927.28",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Office Visits,2015,432.71,132.007,109.6,33.436,"3,948.09",1.007,110.365,33.669,"3,920.71",0.033,0.044,0.028,0.005,0.007,0.035,-0.002,0.033,0.044,0.028,0.005,0.007,0.035,-0.002
All Ages,Female,PH,NA,NA,Office Visits,2016,450.3,137.834,112.474,34.428,"4,003.59",1.014,114.001,34.895,"3,949.96",0.041,0.044,0.026,0.014,0.007,0.033,0.007,0.076,0.09,0.055,0.019,0.014,0.069,0.006
All Ages,Female,PH,NA,NA,Office Visits,2017,465.963,142.263,115.043,35.124,"4,050.35",1.024,117.787,35.962,"3,955.97",0.035,0.032,0.023,0.012,0.01,0.033,0.002,0.113,0.125,0.079,0.031,0.024,0.105,0.007
All Ages,Female,PH,NA,NA,Office Visits,2018,491.083,148.761,118.158,35.793,"4,156.15",1.031,121.799,36.896,"4,031.90",0.054,0.046,0.027,0.026,0.007,0.034,0.019,0.173,0.176,0.108,0.058,0.031,0.142,0.027
All Ages,Female,PH,NA,NA,Other Services,2014,244.996,42.93,96.592,16.925,"2,536.40",1,96.592,16.925,"2,536.40",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Other Services,2015,247.892,45.511,97.078,17.823,"2,553.55",1,97.055,17.819,"2,554.14",0.012,0.06,0.005,0.007,0,0.005,0.007,0.012,0.06,0.005,0.007,0,0.005,0.007
All Ages,Female,PH,NA,NA,Other Services,2016,265.277,50.438,100.91,19.186,"2,628.84",1.002,101.105,19.224,"2,623.77",0.07,0.108,0.039,0.029,0.002,0.042,0.027,0.083,0.175,0.045,0.036,0.002,0.047,0.034
All Ages,Female,PH,NA,NA,Other Services,2017,278.473,51.794,102.858,19.131,"2,707.37",0.981,100.862,18.76,"2,760.92",0.05,0.027,0.019,0.03,-0.021,-0.002,0.052,0.137,0.206,0.065,0.067,-0.019,0.044,0.089
All Ages,Female,PH,NA,NA,Other Services,2018,275.226,53.021,98.873,19.048,"2,783.64",0.958,94.733,18.25,"2,905.29",-0.012,0.024,-0.039,0.028,-0.023,-0.061,0.052,0.123,0.235,0.024,0.097,-0.042,-0.019,0.145
All Ages,Female,PH,NA,NA,Physical Medicine,2014,86.744,34.134,40.126,15.79,"2,161.80",1,40.126,15.79,"2,161.80",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Physical Medicine,2015,88.071,34.899,40.527,16.059,"2,173.16",1.007,40.807,16.17,"2,158.24",0.015,0.022,0.01,0.005,0.007,0.017,-0.002,0.015,0.022,0.01,0.005,0.007,0.017,-0.002
All Ages,Female,PH,NA,NA,Physical Medicine,2016,90.635,35.868,42.776,16.929,"2,118.81",1.017,43.521,17.223,"2,082.54",0.029,0.028,0.056,-0.025,0.01,0.067,-0.035,0.045,0.051,0.066,-0.02,0.017,0.085,-0.037
All Ages,Female,PH,NA,NA,Physical Medicine,2017,90.679,35.921,43.771,17.339,"2,071.67",1.026,44.9,17.786,"2,019.58",0,0.001,0.023,-0.022,0.008,0.032,-0.03,0.045,0.052,0.091,-0.042,0.026,0.119,-0.066
All Ages,Female,PH,NA,NA,Physical Medicine,2018,95.339,37.441,44.125,17.328,"2,160.69",1.037,45.756,17.969,"2,083.65",0.051,0.042,0.008,0.043,0.011,0.019,0.032,0.099,0.097,0.1,-0.001,0.037,0.14,-0.036
All Ages,Female,PH,NA,NA,Psychiatry,2014,51.506,19.562,93.475,35.502,551.008,1,93.475,35.502,551.008,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Psychiatry,2015,53.565,20.217,95.246,35.948,562.391,1.007,95.947,36.213,558.277,0.04,0.033,0.019,0.021,0.007,0.026,0.013,0.04,0.033,0.019,0.021,0.007,0.026,0.013
All Ages,Female,PH,NA,NA,Psychiatry,2016,58.389,21.846,97.687,36.549,597.716,1.009,98.602,36.892,592.169,0.09,0.081,0.026,0.063,0.002,0.028,0.061,0.134,0.117,0.045,0.085,0.009,0.055,0.075
All Ages,Female,PH,NA,NA,Psychiatry,2017,62.587,23.181,98.611,36.523,634.692,1.011,99.695,36.925,627.786,0.072,0.061,0.009,0.062,0.002,0.011,0.06,0.215,0.185,0.055,0.152,0.011,0.067,0.139
All Ages,Female,PH,NA,NA,Psychiatry,2018,70.461,25.565,100.271,36.381,702.707,1.019,102.143,37.06,689.829,0.126,0.103,0.017,0.107,0.008,0.025,0.099,0.368,0.307,0.073,0.275,0.019,0.093,0.252
All Ages,Female,PH,NA,NA,Radiology,2014,196.078,41.006,116.372,24.337,"1,684.92",1,116.372,24.337,"1,684.92",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Radiology,2015,199.432,43.627,119.622,26.168,"1,667.19",0.995,119.02,26.036,"1,675.61",0.017,0.064,0.028,-0.011,-0.005,0.023,-0.006,0.017,0.064,0.028,-0.011,-0.005,0.023,-0.006
All Ages,Female,PH,NA,NA,Radiology,2016,201.04,45.214,121.352,27.292,"1,656.68",0.991,120.212,27.035,"1,672.39",0.008,0.036,0.014,-0.006,-0.004,0.01,-0.002,0.025,0.103,0.043,-0.017,-0.009,0.033,-0.007
All Ages,Female,PH,NA,NA,Radiology,2017,208.831,46.604,140.827,31.428,"1,482.89",0.968,136.345,30.428,"1,531.63",0.039,0.031,0.16,-0.105,-0.023,0.134,-0.084,0.065,0.137,0.21,-0.12,-0.032,0.172,-0.091
All Ages,Female,PH,NA,NA,Radiology,2018,218.298,49.497,139.865,31.713,"1,560.78",0.959,134.112,30.409,"1,627.73",0.045,0.062,-0.007,0.053,-0.01,-0.016,0.063,0.113,0.207,0.202,-0.074,-0.041,0.152,-0.034
All Ages,Female,PH,NA,NA,Surgical,2014,337.167,59.5,429.952,75.874,784.197,1,429.952,75.874,784.197,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,PH,NA,NA,Surgical,2015,336.185,61.887,435.542,80.177,771.879,0.992,432.19,79.56,777.865,-0.003,0.04,0.013,-0.016,-0.008,0.005,-0.008,-0.003,0.04,0.013,-0.016,-0.008,0.005,-0.008
All Ages,Female,PH,NA,NA,Surgical,2016,342.107,63.575,443.926,82.497,770.638,0.987,438.268,81.445,780.588,0.018,0.027,0.019,-0.002,-0.005,0.014,0.004,0.015,0.068,0.033,-0.017,-0.013,0.019,-0.005
All Ages,Female,PH,NA,NA,Surgical,2017,345.061,65.075,453.596,85.543,760.724,0.98,444.531,83.834,776.238,0.009,0.024,0.022,-0.013,-0.007,0.014,-0.006,0.023,0.094,0.055,-0.03,-0.02,0.034,-0.01
All Ages,Female,PH,NA,NA,Surgical,2018,351.433,67.003,460.995,87.891,762.336,0.975,449.698,85.738,781.487,0.018,0.03,0.016,0.002,-0.005,0.012,0.007,0.042,0.126,0.072,-0.028,-0.025,0.046,-0.003
All Ages,Female,RX,NA,All,All Prescription Drugs,2014,924.142,180.466,84.406,16.483,"10,948.71",1,84.406,16.483,"10,948.71",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,All Prescription Drugs,2015,993.34,173.402,91.139,15.91,"10,899.13",1,91.139,15.91,"10,899.13",0.075,-0.039,0.08,-0.005,0,0.08,-0.005,0.075,-0.039,0.08,-0.005,0,0.08,-0.005
All Ages,Female,RX,NA,All,All Prescription Drugs,2016,"1,055.91",172.039,96.487,15.721,"10,943.61",1,96.487,15.721,"10,943.61",0.063,-0.008,0.059,0.004,0,0.059,0.004,0.143,-0.047,0.143,0,0,0.143,0
All Ages,Female,RX,NA,All,All Prescription Drugs,2017,"1,107.53",169.259,97.91,14.963,"11,311.71",1,97.91,14.963,"11,311.71",0.049,-0.016,0.015,0.034,0,0.015,0.034,0.198,-0.062,0.16,0.033,0,0.16,0.033
All Ages,Female,RX,NA,All,All Prescription Drugs,2018,"1,158.56",171.175,101.395,14.981,"11,426.21",1,101.395,14.981,"11,426.21",0.046,0.011,0.036,0.01,0,0.036,0.01,0.254,-0.051,0.201,0.044,0,0.201,0.044
All Ages,Female,RX,NA,All,Anti-Infectives,2014,77.476,16.124,162.535,33.827,476.674,1,162.535,33.827,476.674,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Anti-Infectives,2015,90.459,16.403,191.648,34.751,472.009,1,191.648,34.751,472.009,0.168,0.017,0.179,-0.01,0,0.179,-0.01,0.168,0.017,0.179,-0.01,0,0.179,-0.01
All Ages,Female,RX,NA,All,Anti-Infectives,2016,79.3,15.708,172.937,34.255,458.549,1,172.937,34.255,458.549,-0.123,-0.042,-0.098,-0.029,0,-0.098,-0.029,0.024,-0.026,0.064,-0.038,0,0.064,-0.038
All Ages,Female,RX,NA,All,Anti-Infectives,2017,73.107,15.023,158.074,32.483,462.489,1,158.074,32.483,462.489,-0.078,-0.044,-0.086,0.009,0,-0.086,0.009,-0.056,-0.068,-0.027,-0.03,0,-0.027,-0.03
All Ages,Female,RX,NA,All,Anti-Infectives,2018,67.32,15.108,146.771,32.937,458.676,1,146.771,32.937,458.676,-0.079,0.006,-0.072,-0.008,0,-0.072,-0.008,-0.131,-0.063,-0.097,-0.038,0,-0.097,-0.038
All Ages,Female,RX,NA,All,Antihistamines,2014,1.759,0.619,41.669,14.668,42.218,1,41.669,14.668,42.218,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Antihistamines,2015,1.263,0.558,30.307,13.382,41.665,1,30.307,13.382,41.665,-0.282,-0.1,-0.273,-0.013,0,-0.273,-0.013,-0.282,-0.1,-0.273,-0.013,0,-0.273,-0.013
All Ages,Female,RX,NA,All,Antihistamines,2016,1.092,0.574,23.57,12.388,46.311,1,23.57,12.388,46.311,-0.136,0.029,-0.222,0.112,0,-0.222,0.112,-0.38,-0.074,-0.434,0.097,0,-0.434,0.097
All Ages,Female,RX,NA,All,Antihistamines,2017,1.016,0.494,22.654,11.014,44.851,1,22.654,11.014,44.851,-0.069,-0.139,-0.039,-0.032,0,-0.039,-0.032,-0.422,-0.202,-0.456,0.062,0,-0.456,0.062
All Ages,Female,RX,NA,All,Antihistamines,2018,0.929,0.431,22.388,10.371,41.514,1,22.388,10.371,41.514,-0.085,-0.128,-0.012,-0.074,0,-0.012,-0.074,-0.472,-0.305,-0.463,-0.017,0,-0.463,-0.017
All Ages,Female,RX,NA,All,Autonomic,2014,25.094,7.074,83.32,23.49,301.172,1,83.32,23.49,301.172,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Autonomic,2015,28.157,6.944,92.261,22.754,305.188,1,92.261,22.754,305.188,0.122,-0.018,0.107,0.013,0,0.107,0.013,0.122,-0.018,0.107,0.013,0,0.107,0.013
All Ages,Female,RX,NA,All,Autonomic,2016,30.313,7.2,100.59,23.892,301.354,1,100.59,23.892,301.354,0.077,0.037,0.09,-0.013,0,0.09,-0.013,0.208,0.018,0.207,0.001,0,0.207,0.001
All Ages,Female,RX,NA,All,Autonomic,2017,29.349,7.381,95.28,23.962,308.024,1,95.28,23.962,308.024,-0.032,0.025,-0.053,0.022,0,-0.053,0.022,0.17,0.043,0.144,0.023,0,0.144,0.023
All Ages,Female,RX,NA,All,Autonomic,2018,29.417,7.35,95.443,23.847,308.212,1,95.443,23.847,308.212,0.002,-0.004,0.002,0.001,0,0.002,0.001,0.172,0.039,0.145,0.023,0,0.145,0.023
All Ages,Female,RX,NA,All,Bio Response Modifiers,2014,68.981,2.023,"5,191.46",152.25,13.287,1,"5,191.46",152.25,13.287,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Bio Response Modifiers,2015,77.384,2.239,"5,710.29",165.223,13.552,1,"5,710.29",165.223,13.552,0.122,0.107,0.1,0.02,0,0.1,0.02,0.122,0.107,0.1,0.02,0,0.1,0.02
All Ages,Female,RX,NA,All,Bio Response Modifiers,2016,82.497,2.219,"6,297.71",169.425,13.099,1,"6,297.71",169.425,13.099,0.066,-0.009,0.103,-0.033,0,0.103,-0.033,0.196,0.097,0.213,-0.014,0,0.213,-0.014
All Ages,Female,RX,NA,All,Bio Response Modifiers,2017,88.561,2.305,"6,818.61",177.435,12.988,1,"6,818.61",177.435,12.988,0.074,0.038,0.083,-0.009,0,0.083,-0.009,0.284,0.139,0.313,-0.023,0,0.313,-0.023
All Ages,Female,RX,NA,All,Bio Response Modifiers,2018,85.574,2.427,"7,143.35",202.584,11.98,1,"7,143.35",202.584,11.98,-0.034,0.053,0.048,-0.078,0,0.048,-0.078,0.241,0.2,0.376,-0.098,0,0.376,-0.098
All Ages,Female,RX,NA,All,Blood,2014,12.345,1.292,182.336,19.089,67.706,1,182.336,19.089,67.706,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Blood,2015,13,1.313,193.027,19.491,67.348,1,193.027,19.491,67.348,0.053,0.016,0.059,-0.005,0,0.059,-0.005,0.053,0.016,0.059,-0.005,0,0.059,-0.005
All Ages,Female,RX,NA,All,Blood,2016,14.224,1.507,209.341,22.172,67.946,1,209.341,22.172,67.946,0.094,0.148,0.085,0.009,0,0.085,0.009,0.152,0.166,0.148,0.004,0,0.148,0.004
All Ages,Female,RX,NA,All,Blood,2017,16.565,1.716,236.809,24.527,69.953,1,236.809,24.527,69.953,0.165,0.139,0.131,0.03,0,0.131,0.03,0.342,0.328,0.299,0.033,0,0.299,0.033
All Ages,Female,RX,NA,All,Blood,2018,18.635,1.99,259.763,27.742,71.738,1,259.763,27.742,71.738,0.125,0.16,0.097,0.026,0,0.097,0.026,0.509,0.54,0.425,0.06,0,0.425,0.06
All Ages,Female,RX,NA,All,Cardiovascular,2014,64.135,21.006,31.518,10.323,"2,034.85",1,31.518,10.323,"2,034.85",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Cardiovascular,2015,57.733,18.689,28.537,9.238,"2,023.12",1,28.537,9.238,"2,023.12",-0.1,-0.11,-0.095,-0.006,0,-0.095,-0.006,-0.1,-0.11,-0.095,-0.006,0,-0.095,-0.006
All Ages,Female,RX,NA,All,Cardiovascular,2016,54.26,17.937,26.736,8.838,"2,029.50",1,26.736,8.838,"2,029.50",-0.06,-0.04,-0.063,0.003,0,-0.063,0.003,-0.154,-0.146,-0.152,-0.003,0,-0.152,-0.003
All Ages,Female,RX,NA,All,Cardiovascular,2017,44.311,16.279,21.099,7.752,"2,100.10",1,21.099,7.752,"2,100.10",-0.183,-0.092,-0.211,0.035,0,-0.211,0.035,-0.309,-0.225,-0.331,0.032,0,-0.331,0.032
All Ages,Female,RX,NA,All,Cardiovascular,2018,40.035,15.504,18.574,7.193,"2,155.44",1,18.574,7.193,"2,155.44",-0.096,-0.048,-0.12,0.026,0,-0.12,0.026,-0.376,-0.262,-0.411,0.059,0,-0.411,0.059
All Ages,Female,RX,NA,All,Central Nervous System,2014,198.898,47.519,65.64,15.682,"3,030.12",1,65.64,15.682,"3,030.12",,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Central Nervous System,2015,186.009,45.032,61.149,14.804,"3,041.88",1,61.149,14.804,"3,041.88",-0.065,-0.052,-0.068,0.004,0,-0.068,0.004,-0.065,-0.052,-0.068,0.004,0,-0.068,0.004
All Ages,Female,RX,NA,All,Central Nervous System,2016,187.757,45.081,60.7,14.574,"3,093.19",1,60.7,14.574,"3,093.19",0.009,0.001,-0.007,0.017,0,-0.007,0.017,-0.056,-0.051,-0.075,0.021,0,-0.075,0.021
All Ages,Female,RX,NA,All,Central Nervous System,2017,179.927,43.553,55.936,13.54,"3,216.67",1,55.936,13.54,"3,216.67",-0.042,-0.034,-0.078,0.04,0,-0.078,0.04,-0.095,-0.083,-0.148,0.062,0,-0.148,0.062
All Ages,Female,RX,NA,All,Central Nervous System,2018,176.019,42.617,54.35,13.159,"3,238.64",1,54.35,13.159,"3,238.64",-0.022,-0.021,-0.028,0.007,0,-0.028,0.007,-0.115,-0.103,-0.172,0.069,0,-0.172,0.069
All Ages,Female,RX,NA,All,Chemotherapy,2014,30.607,1.319,395.518,17.044,77.385,1,395.518,17.044,77.385,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Chemotherapy,2015,36.665,1.218,467.133,15.517,78.49,1,467.133,15.517,78.49,0.198,-0.077,0.181,0.014,0,0.181,0.014,0.198,-0.077,0.181,0.014,0,0.181,0.014
All Ages,Female,RX,NA,All,Chemotherapy,2016,46.476,1.324,574.227,16.361,80.937,1,574.227,16.361,80.937,0.268,0.087,0.229,0.031,0,0.229,0.031,0.518,0.004,0.452,0.046,0,0.452,0.046
All Ages,Female,RX,NA,All,Chemotherapy,2017,56.022,1.219,778.134,16.928,71.995,1,778.134,16.928,71.995,0.205,-0.08,0.355,-0.11,0,0.355,-0.11,0.83,-0.076,0.967,-0.07,0,0.967,-0.07
All Ages,Female,RX,NA,All,Chemotherapy,2018,66.681,1.291,"1,157.84",22.422,57.591,1,"1,157.84",22.422,57.591,0.19,0.06,0.488,-0.2,0,0.488,-0.2,1.179,-0.021,1.927,-0.256,0,1.927,-0.256
All Ages,Female,RX,NA,All,Devices,2014,3.181,0.948,39.384,11.742,80.77,1,39.384,11.742,80.77,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Devices,2015,3.811,0.978,45.967,11.792,82.909,1,45.967,11.792,82.909,0.198,0.031,0.167,0.026,0,0.167,0.026,0.198,0.031,0.167,0.026,0,0.167,0.026
All Ages,Female,RX,NA,All,Devices,2016,3.748,1.017,44.927,12.185,83.435,1,44.927,12.185,83.435,-0.016,0.04,-0.023,0.006,0,-0.023,0.006,0.178,0.072,0.141,0.033,0,0.141,0.033
All Ages,Female,RX,NA,All,Devices,2017,4.356,1.03,49.895,11.803,87.304,1,49.895,11.803,87.304,0.162,0.014,0.111,0.046,0,0.111,0.046,0.369,0.086,0.267,0.081,0,0.267,0.081
All Ages,Female,RX,NA,All,Devices,2018,4.636,1.105,57.79,13.777,80.216,1,57.79,13.777,80.216,0.064,0.072,0.158,-0.081,0,0.158,-0.081,0.457,0.165,0.467,-0.007,0,0.467,-0.007
All Ages,Female,RX,NA,All,Diagnostic,2014,12.217,1.578,144.24,18.636,84.701,1,144.24,18.636,84.701,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,Diagnostic,2015,11.464,1.5,133.133,17.421,86.109,1,133.133,17.421,86.109,-0.062,-0.05,-0.077,0.017,0,-0.077,0.017,-0.062,-0.05,-0.077,0.017,0,-0.077,0.017
All Ages,Female,RX,NA,All,Diagnostic,2016,11,1.334,140.856,17.084,78.091,1,140.856,17.084,78.091,-0.041,-0.111,0.058,-0.093,0,0.058,-0.093,-0.1,-0.155,-0.023,-0.078,0,-0.023,-0.078
All Ages,Female,RX,NA,All,Diagnostic,2017,10.358,1.217,133.112,15.637,77.815,1,133.112,15.637,77.815,-0.058,-0.088,-0.055,-0.004,0,-0.055,-0.004,-0.152,-0.229,-0.077,-0.081,0,-0.077,-0.081
All Ages,Female,RX,NA,All,Diagnostic,2018,8.311,1.1,130.175,17.233,63.847,1,130.175,17.233,63.847,-0.198,-0.096,-0.022,-0.179,0,-0.022,-0.179,-0.32,-0.303,-0.098,-0.246,0,-0.098,-0.246
All Ages,Female,RX,NA,All,EENT,2014,24.538,8.07,73.341,24.119,334.575,1,73.341,24.119,334.575,,,,,,,,0,0,0,0,0,0,0
All Ages,Female,RX,NA,All,EENT,2015,22.938,6.878,86.684,25.993,264.611,1,86.684,25.993,264.611,-0.065,-0.148,0.182,-0.209,0,0.182,-0.209,-0.065,-0.148,0.182,-0.209,0,0.182,-0.209
All Ages,Female,RX,NA,All,EENT,2016,22.102,6.302,94.181,26.853,234.678,1,94.181,26.853,234.678,-0.036,-0.084,0.086,-0.113,0,0.086,-0.113,-0.099,-0.219,0.284,-0.299,0,0.284,-0.299
All Ages,Female,RX,NA,All,EENT,2017,23.103,6.259,95.568,25.89,241.746,1,95.568,25.89,241.746,0.045,-0.007,0.015,0.03,0,0.015,0.03,-0.058,-0.224,0.303,-0.277,0,0.303,-0.277
All Ages,Female,RX,NA,All,EENT,2018,23.393,6.374,97.604,26.596,239.668,1,97.604,26.596,239.668,0.013,0.018,0.021,-0.009,0,0.021,-0.009,-0.047,-0.21,0.331,-0.284,0,0.331,-0.284
All Ages,Female,RX,NA,All,Enzymes,2014,0.862,0.008,"17,400.21",164.079,0.05,1,"17,400.21",164.079,0.05,,,,,,,,0,0,0,0,0,0,0
