HCCI_category,HCCI_outpatient_service_type,RX_generic_brand_indicator,HCCI_subcategory,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
Prescription Drugs,NA,Generic,Metabolic,2017,3.27,1.39,10.948,4.658,299.046,,10.948,4.658,299.046,0.13,-0.081,0.094,0.033,,0.094,0.033,0.11,-0.136,0.096,0.013,,0.096,0.013
Prescription Drugs,NA,Generic,Metabolic,2018,3.6,1.36,11.853,4.486,303.532,,11.853,4.486,303.532,0.099,-0.023,0.083,0.015,,0.083,0.015,0.22,-0.156,0.186,0.029,,0.186,0.029
Prescription Drugs,NA,Generic,Miscellaneous,2014,3.57,0.87,34.821,8.524,102.63,,34.821,8.524,102.63,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Generic,Miscellaneous,2015,4.51,1.04,40.919,9.451,110.156,,40.919,9.451,110.156,0.261,0.19,0.175,0.073,,0.175,0.073,0.261,0.19,0.175,0.073,,0.175,0.073
Prescription Drugs,NA,Generic,Miscellaneous,2016,4.63,1.13,40.546,9.898,114.246,,40.546,9.898,114.246,0.028,0.086,-0.009,0.037,,-0.009,0.037,0.296,0.293,0.164,0.113,,0.164,0.113
Prescription Drugs,NA,Generic,Miscellaneous,2017,4.57,1.12,38.352,9.432,119.144,,38.352,9.432,119.144,-0.014,-0.006,-0.054,0.043,,-0.054,0.043,0.279,0.285,0.101,0.161,,0.101,0.161
Prescription Drugs,NA,Generic,Miscellaneous,2018,4.49,1.07,36.992,8.822,121.251,,36.992,8.822,121.251,-0.018,-0.048,-0.035,0.018,,-0.035,0.018,0.255,0.223,0.062,0.181,,0.062,0.181
Prescription Drugs,NA,Generic,Respiratory,2014,6.35,2.28,41.873,15.035,151.676,,41.873,15.035,151.676,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Generic,Respiratory,2015,5.62,2.17,35.667,13.803,157.562,,35.667,13.803,157.562,-0.115,-0.046,-0.148,0.039,,-0.148,0.039,-0.115,-0.046,-0.148,0.039,,-0.148,0.039
Prescription Drugs,NA,Generic,Respiratory,2016,5.72,2.24,34.759,13.627,164.543,,34.759,13.627,164.543,0.018,0.031,-0.025,0.044,,-0.025,0.044,-0.099,-0.017,-0.17,0.085,,-0.17,0.085
Prescription Drugs,NA,Generic,Respiratory,2017,5.63,2.22,32.251,12.705,174.527,,32.251,12.705,174.527,-0.016,-0.011,-0.072,0.061,,-0.072,0.061,-0.114,-0.028,-0.23,0.151,,-0.23,0.151
Prescription Drugs,NA,Generic,Respiratory,2018,5.28,2.16,29.5,12.051,178.949,,29.5,12.051,178.949,-0.062,-0.027,-0.085,0.025,,-0.085,0.025,-0.169,-0.054,-0.296,0.18,,-0.296,0.18
Prescription Drugs,NA,Generic,Rheumatoid Arthritis,2014,0.13,0.03,46.888,11.661,2.699,,46.888,11.661,2.699,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Generic,Rheumatoid Arthritis,2015,0.2,0.03,78.378,12.021,2.597,,78.378,12.021,2.597,0.608,-0.008,0.672,-0.038,,0.672,-0.038,0.608,-0.008,0.672,-0.038,,0.672,-0.038
Prescription Drugs,NA,Generic,Rheumatoid Arthritis,2016,0.37,0.04,130.264,14.803,2.823,,130.264,14.803,2.823,0.807,0.339,0.662,0.087,,0.662,0.087,1.906,0.328,1.778,0.046,,1.778,0.046
Prescription Drugs,NA,Generic,Rheumatoid Arthritis,2017,0.39,0.05,129.255,15.281,3.04,,129.255,15.281,3.04,0.068,0.112,-0.008,0.077,,-0.008,0.077,2.104,0.476,1.757,0.126,,1.757,0.126
Prescription Drugs,NA,Generic,Rheumatoid Arthritis,2018,0.4,0.05,128.978,15.538,3.091,,128.978,15.538,3.091,0.015,0.034,-0.002,0.017,,-0.002,0.017,2.15,0.526,1.751,0.145,,1.751,0.145
Prescription Drugs,NA,Generic,Skin,2014,22.33,4.38,129.504,25.4,172.39,,129.504,25.4,172.39,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Generic,Skin,2015,26.92,4.88,156.791,28.44,171.675,,156.791,28.44,171.675,0.206,0.115,0.211,-0.004,,0.211,-0.004,0.206,0.115,0.211,-0.004,,0.211,-0.004
Prescription Drugs,NA,Generic,Skin,2016,29.25,5.16,172.283,30.406,169.804,,172.283,30.406,169.804,0.087,0.057,0.099,-0.011,,0.099,-0.011,0.31,0.179,0.33,-0.015,,0.33,-0.015
Prescription Drugs,NA,Generic,Skin,2017,25.55,5.32,149.254,31.105,171.194,,149.254,31.105,171.194,-0.127,0.031,-0.134,0.008,,-0.134,0.008,0.145,0.216,0.153,-0.007,,0.153,-0.007
Prescription Drugs,NA,Generic,Skin,2018,22.73,5.29,130.303,30.323,174.476,,130.303,30.323,174.476,-0.11,-0.006,-0.127,0.019,,-0.127,0.019,0.018,0.208,0.006,0.012,,0.006,0.012
Prescription Drugs,NA,Generic,Smooth Muscle Relaxants,2014,0.86,0.25,48.483,13.976,17.729,,48.483,13.976,17.729,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Generic,Smooth Muscle Relaxants,2015,0.91,0.27,48.535,14.172,18.792,,48.535,14.172,18.792,0.061,0.075,0.001,0.06,,0.001,0.06,0.061,0.075,0.001,0.06,,0.001,0.06
Prescription Drugs,NA,Generic,Smooth Muscle Relaxants,2016,0.88,0.27,47.388,14.785,18.496,,47.388,14.785,18.496,-0.039,0.027,-0.024,-0.016,,-0.024,-0.016,0.02,0.104,-0.023,0.043,,-0.023,0.043
Prescription Drugs,NA,Generic,Smooth Muscle Relaxants,2017,0.88,0.29,45.478,15.147,19.301,,45.478,15.147,19.301,0.001,0.069,-0.04,0.044,,-0.04,0.044,0.021,0.18,-0.062,0.089,,-0.062,0.089
Prescription Drugs,NA,Generic,Smooth Muscle Relaxants,2018,0.82,0.3,41.773,15.385,19.632,,41.773,15.385,19.632,-0.066,0.033,-0.081,0.017,,-0.081,0.017,-0.046,0.219,-0.138,0.107,,-0.138,0.107
Prescription Drugs,NA,Generic,Vaccines,2014,0.07,0,"6,764.24",70.068,0.01,,"6,764.24",70.068,0.01,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Generic,Vaccines,2015,0.06,0,"5,966.31",126.971,0.01,,"5,966.31",126.971,0.01,-0.181,0.682,-0.118,-0.072,,-0.118,-0.072,-0.181,0.682,-0.118,-0.072,,-0.118,-0.072
Prescription Drugs,NA,Generic,Vaccines,2016,0.01,0.01,186.235,97.206,0.066,,186.235,97.206,0.066,-0.787,4.23,-0.969,5.832,,-0.969,5.832,-0.825,7.8,-0.972,5.343,,-0.972,5.343
Prescription Drugs,NA,Generic,Vaccines,2017,0.02,0.01,233.462,101.563,0.077,,233.462,101.563,0.077,0.471,0.226,0.254,0.173,,0.254,0.173,-0.743,9.788,-0.965,6.443,,-0.965,6.443
Prescription Drugs,NA,Generic,Vaccines,2018,0.03,0.01,285.991,86.3,0.089,,285.991,86.3,0.089,0.413,-0.02,0.225,0.153,,0.225,0.153,-0.637,9.573,-0.958,7.584,,-0.958,7.584
Prescription Drugs,NA,Generic,Vitamins,2014,1.46,0.87,12.55,7.469,116.678,,12.55,7.469,116.678,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Generic,Vitamins,2015,1.41,0.84,11.812,7.046,119.034,,11.812,7.046,119.034,-0.04,-0.038,-0.059,0.02,,-0.059,0.02,-0.04,-0.038,-0.059,0.02,,-0.059,0.02
Prescription Drugs,NA,Generic,Vitamins,2016,1.36,0.8,11.345,6.647,120.092,,11.345,6.647,120.092,-0.031,-0.048,-0.04,0.009,,-0.04,0.009,-0.07,-0.084,-0.096,0.029,,-0.096,0.029
Prescription Drugs,NA,Generic,Vitamins,2017,1.25,0.67,10.142,5.419,123.484,,10.142,5.419,123.484,-0.081,-0.162,-0.106,0.028,,-0.106,0.028,-0.145,-0.232,-0.192,0.058,,-0.192,0.058
Prescription Drugs,NA,Generic,Vitamins,2018,1.29,0.6,10.216,4.782,125.938,,10.216,4.782,125.938,0.027,-0.1,0.007,0.02,,0.007,0.02,-0.121,-0.309,-0.186,0.079,,-0.186,0.079
Prescription Drugs,NA,Unknown,All Prescription Drugs,2014,25.37,3.47,134.221,18.349,189.036,,134.221,18.349,189.036,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,All Prescription Drugs,2015,20.39,2.96,109.327,15.875,186.537,,109.327,15.875,186.537,-0.196,-0.146,-0.185,-0.013,,-0.185,-0.013,-0.196,-0.146,-0.185,-0.013,,-0.185,-0.013
Prescription Drugs,NA,Unknown,All Prescription Drugs,2016,12.51,2.36,73.274,13.832,170.774,,73.274,13.832,170.774,-0.386,-0.202,-0.33,-0.085,,-0.33,-0.085,-0.507,-0.319,-0.454,-0.097,,-0.454,-0.097
Prescription Drugs,NA,Unknown,All Prescription Drugs,2017,12.59,2.24,71.929,12.791,175.081,,71.929,12.791,175.081,0.006,-0.052,-0.018,0.025,,-0.018,0.025,-0.504,-0.354,-0.464,-0.074,,-0.464,-0.074
Prescription Drugs,NA,Unknown,All Prescription Drugs,2018,10.97,2.18,71.938,14.314,152.476,,71.938,14.314,152.476,-0.129,-0.025,0,-0.129,,0,-0.129,-0.568,-0.371,-0.464,-0.193,,-0.464,-0.193
Prescription Drugs,NA,Unknown,Anti-Infectives,2014,0.4,0.03,994.615,73.172,0.402,,994.615,73.172,0.402,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Anti-Infectives,2015,0.2,0.01,937.301,64.462,0.215,,937.301,64.462,0.215,-0.495,-0.528,-0.058,-0.464,,-0.058,-0.464,-0.495,-0.528,-0.058,-0.464,,-0.058,-0.464
Prescription Drugs,NA,Unknown,Anti-Infectives,2016,0.02,0,222.685,40.474,0.075,,222.685,40.474,0.075,-0.917,-0.782,-0.762,-0.653,,-0.762,-0.653,-0.958,-0.897,-0.776,-0.814,,-0.776,-0.814
Prescription Drugs,NA,Unknown,Anti-Infectives,2017,0.01,0,109.499,32.48,0.053,,109.499,32.48,0.053,-0.654,-0.435,-0.508,-0.296,,-0.508,-0.296,-0.986,-0.942,-0.89,-0.869,,-0.89,-0.869
Prescription Drugs,NA,Unknown,Anti-Infectives,2018,0,0,101.827,32.603,0.034,,101.827,32.603,0.034,-0.408,-0.361,-0.07,-0.363,,-0.07,-0.363,-0.991,-0.963,-0.898,-0.917,,-0.898,-0.917
Prescription Drugs,NA,Unknown,Antihistamines,2014,0.34,0.01,"2,764.13",78.094,0.124,,"2,764.13",78.094,0.124,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Antihistamines,2015,0.11,0,"1,673.96",68.544,0.065,,"1,673.96",68.544,0.065,-0.681,-0.537,-0.394,-0.473,,-0.394,-0.473,-0.681,-0.537,-0.394,-0.473,,-0.394,-0.473
Prescription Drugs,NA,Unknown,Antihistamines,2016,0,0,122.439,61.373,0.014,,122.439,61.373,0.014,-0.984,-0.807,-0.927,-0.785,,-0.927,-0.785,-0.995,-0.911,-0.956,-0.886,,-0.956,-0.886
Prescription Drugs,NA,Unknown,Antihistamines,2017,0,0,61.956,26.436,0.008,,61.956,26.436,0.008,-0.724,-0.765,-0.494,-0.454,,-0.494,-0.454,-0.999,-0.979,-0.978,-0.938,,-0.978,-0.938
Prescription Drugs,NA,Unknown,Antihistamines,2018,0,0,79.468,16.353,0.007,,79.468,16.353,0.007,0.147,-0.447,0.283,-0.106,,0.283,-0.106,-0.998,-0.988,-0.971,-0.945,,-0.971,-0.945
Prescription Drugs,NA,Unknown,Autonomic,2014,0.58,0.04,855.639,66.379,0.673,,855.639,66.379,0.673,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Autonomic,2015,0.2,0.02,828.553,67.616,0.239,,828.553,67.616,0.239,-0.656,-0.638,-0.032,-0.644,,-0.032,-0.644,-0.656,-0.638,-0.032,-0.644,,-0.032,-0.644
Prescription Drugs,NA,Unknown,Autonomic,2016,0.01,0,270.839,49.985,0.042,,270.839,49.985,0.042,-0.943,-0.871,-0.673,-0.826,,-0.673,-0.826,-0.98,-0.953,-0.683,-0.938,,-0.683,-0.938
Prescription Drugs,NA,Unknown,Autonomic,2017,0,0,80.183,27.86,0.02,,80.183,27.86,0.02,-0.859,-0.734,-0.704,-0.522,,-0.704,-0.522,-0.997,-0.988,-0.906,-0.97,,-0.906,-0.97
Prescription Drugs,NA,Unknown,Autonomic,2018,0.01,0,103.146,33.271,0.058,,103.146,33.271,0.058,2.773,2.503,0.286,1.933,,0.286,1.933,-0.99,-0.956,-0.879,-0.913,,-0.879,-0.913
Prescription Drugs,NA,Unknown,Blood,2014,0.1,0,"3,047.53",105.411,0.032,,"3,047.53",105.411,0.032,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Blood,2015,0.03,0,"2,621.82",60.386,0.011,,"2,621.82",60.386,0.011,-0.703,-0.802,-0.14,-0.655,,-0.14,-0.655,-0.703,-0.802,-0.14,-0.655,,-0.14,-0.655
Prescription Drugs,NA,Unknown,Blood,2016,0.01,0,"2,113.33",40.728,0.002,,"2,113.33",40.728,0.002,-0.824,-0.853,-0.194,-0.782,,-0.194,-0.782,-0.948,-0.971,-0.307,-0.925,,-0.307,-0.925
Prescription Drugs,NA,Unknown,Blood,2017,0.01,0,"5,186.33",28.201,0.002,,"5,186.33",28.201,0.002,0.924,-0.457,1.454,-0.216,,1.454,-0.216,-0.9,-0.984,0.702,-0.941,,0.702,-0.941
Prescription Drugs,NA,Unknown,Blood,2018,0.01,0,"4,563.68",36.218,0.001,,"4,563.68",36.218,0.001,-0.307,0.012,-0.12,-0.212,,-0.12,-0.212,-0.93,-0.984,0.497,-0.954,,0.497,-0.954
Prescription Drugs,NA,Unknown,Cardiovascular,2014,0.2,0.03,396.939,56.57,0.492,,396.939,56.57,0.492,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Cardiovascular,2015,0.14,0.01,533.358,53.856,0.259,,533.358,53.856,0.259,-0.293,-0.499,0.344,-0.474,,0.344,-0.474,-0.293,-0.499,0.344,-0.474,,0.344,-0.474
Prescription Drugs,NA,Unknown,Cardiovascular,2016,0.03,0,356.179,35.204,0.096,,356.179,35.204,0.096,-0.753,-0.758,-0.332,-0.63,,-0.332,-0.63,-0.825,-0.879,-0.103,-0.805,,-0.103,-0.805
Prescription Drugs,NA,Unknown,Cardiovascular,2017,0.02,0,225.237,23.566,0.098,,225.237,23.566,0.098,-0.353,-0.315,-0.368,0.024,,-0.368,0.024,-0.887,-0.917,-0.433,-0.801,,-0.433,-0.801
Prescription Drugs,NA,Unknown,Cardiovascular,2018,0.04,0,802.035,30.299,0.051,,802.035,30.299,0.051,0.864,-0.327,2.561,-0.477,,2.561,-0.477,-0.789,-0.944,1.021,-0.896,,1.021,-0.896
Prescription Drugs,NA,Unknown,Central Nervous System,2014,5.81,0.33,"1,617.84",92.705,3.592,,"1,617.84",92.705,3.592,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Central Nervous System,2015,1.87,0.1,"1,603.82",84.747,1.166,,"1,603.82",84.747,1.166,-0.678,-0.703,-0.009,-0.675,,-0.009,-0.675,-0.678,-0.703,-0.009,-0.675,,-0.009,-0.675
Prescription Drugs,NA,Unknown,Central Nervous System,2016,0.12,0.01,452.991,39.453,0.268,,452.991,39.453,0.268,-0.935,-0.893,-0.718,-0.77,,-0.718,-0.77,-0.979,-0.968,-0.72,-0.925,,-0.72,-0.925
Prescription Drugs,NA,Unknown,Central Nervous System,2017,0.09,0.01,416.537,24.506,0.209,,416.537,24.506,0.209,-0.284,-0.517,-0.08,-0.222,,-0.08,-0.222,-0.985,-0.985,-0.743,-0.942,,-0.743,-0.942
Prescription Drugs,NA,Unknown,Central Nervous System,2018,0.07,0,536.415,27.232,0.138,,536.415,27.232,0.138,-0.15,-0.267,0.288,-0.34,,0.288,-0.34,-0.987,-0.989,-0.668,-0.962,,-0.668,-0.962
Prescription Drugs,NA,Unknown,Chemotherapy,2014,0.09,0,"1,152.29",50.513,0.077,,"1,152.29",50.513,0.077,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Chemotherapy,2015,0.06,0,"1,051.13",46.574,0.055,,"1,051.13",46.574,0.055,-0.35,-0.343,-0.088,-0.287,,-0.088,-0.287,-0.35,-0.343,-0.088,-0.287,,-0.088,-0.287
Prescription Drugs,NA,Unknown,Chemotherapy,2016,0,0,178.504,38.298,0.013,,178.504,38.298,0.013,-0.961,-0.809,-0.83,-0.768,,-0.83,-0.768,-0.974,-0.875,-0.845,-0.835,,-0.845,-0.835
Prescription Drugs,NA,Unknown,Chemotherapy,2017,0,0,63.505,29.551,0.009,,63.505,29.551,0.009,-0.742,-0.44,-0.644,-0.274,,-0.644,-0.274,-0.993,-0.93,-0.945,-0.88,,-0.945,-0.88
Prescription Drugs,NA,Unknown,Chemotherapy,2018,0,0,96.638,33.666,0.004,,96.638,33.666,0.004,-0.353,-0.516,0.522,-0.575,,0.522,-0.575,-0.996,-0.966,-0.916,-0.949,,-0.916,-0.949
Prescription Drugs,NA,Unknown,Devices,2014,2.36,0.89,28.419,10.687,83.107,,28.419,10.687,83.107,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Devices,2015,2.69,0.89,31.685,10.448,84.798,,31.685,10.448,84.798,0.138,-0.002,0.115,0.02,,0.115,0.02,0.138,-0.002,0.115,0.02,,0.115,0.02
Prescription Drugs,NA,Unknown,Devices,2016,2.76,0.91,32.362,10.671,85.211,,32.362,10.671,85.211,0.026,0.026,0.021,0.005,,0.021,0.005,0.168,0.024,0.139,0.025,,0.139,0.025
Prescription Drugs,NA,Unknown,Devices,2017,3.35,0.94,37.346,10.471,89.834,,37.346,10.471,89.834,0.217,0.034,0.154,0.054,,0.154,0.054,0.421,0.059,0.314,0.081,,0.314,0.081
Prescription Drugs,NA,Unknown,Devices,2018,3.52,1,42.559,12.101,82.705,,42.559,12.101,82.705,0.049,0.064,0.14,-0.079,,0.14,-0.079,0.49,0.127,0.498,-0.005,,0.498,-0.005
Prescription Drugs,NA,Unknown,Diagnostic,2014,9.82,1.56,114.291,18.14,85.949,,114.291,18.14,85.949,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Diagnostic,2015,9.93,1.48,114.175,17.015,86.986,,114.175,17.015,86.986,0.011,-0.051,-0.001,0.012,,-0.001,0.012,0.011,-0.051,-0.001,0.012,,-0.001,0.012
Prescription Drugs,NA,Unknown,Diagnostic,2016,8.98,1.31,113.427,16.598,79.175,,113.427,16.598,79.175,-0.096,-0.112,-0.007,-0.09,,-0.007,-0.09,-0.086,-0.157,-0.008,-0.079,,-0.008,-0.079
Prescription Drugs,NA,Unknown,Diagnostic,2017,8.85,1.2,111.626,15.185,79.287,,111.626,15.185,79.287,-0.014,-0.084,-0.016,0.001,,-0.016,0.001,-0.099,-0.228,-0.023,-0.078,,-0.023,-0.078
Prescription Drugs,NA,Unknown,Diagnostic,2018,7.02,1.09,108.609,16.89,64.669,,108.609,16.89,64.669,-0.206,-0.093,-0.027,-0.184,,-0.027,-0.184,-0.285,-0.299,-0.05,-0.248,,-0.05,-0.248
Prescription Drugs,NA,Unknown,EENT,2014,0,0,61.207,25.198,0.022,,61.207,25.198,0.022,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,EENT,2015,0,0,35.763,27.825,0.016,,35.763,27.825,0.016,-0.578,-0.202,-0.416,-0.277,,-0.416,-0.277,-0.578,-0.202,-0.416,-0.277,,-0.416,-0.277
Prescription Drugs,NA,Unknown,EENT,2016,0,0,27.262,24.983,0.01,,27.262,24.983,0.01,-0.534,-0.451,-0.238,-0.389,,-0.238,-0.389,-0.803,-0.562,-0.555,-0.558,,-0.555,-0.558
Prescription Drugs,NA,Unknown,EENT,2017,0,0,27.674,21.804,0.011,,27.674,21.804,0.011,0.137,-0.022,0.015,0.121,,0.015,0.121,-0.776,-0.572,-0.548,-0.505,,-0.548,-0.505
Prescription Drugs,NA,Unknown,EENT,2018,0,0,16.967,15.134,0.009,,16.967,15.134,0.009,-0.5,-0.434,-0.387,-0.185,,-0.387,-0.185,-0.888,-0.757,-0.723,-0.596,,-0.723,-0.596
Prescription Drugs,NA,Unknown,Enzymes,2014,0,0,"1,976.11",99.007,0.002,,"1,976.11",99.007,0.002,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Enzymes,2015,0,0,"2,579.83",243.027,0,,"2,579.83",243.027,0,-0.837,-0.693,0.306,-0.875,,0.306,-0.875,-0.837,-0.693,0.306,-0.875,,0.306,-0.875
Prescription Drugs,NA,Unknown,Gastrointestinal,2014,0.05,0.01,197.18,34.158,0.233,,197.18,34.158,0.233,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Gastrointestinal,2015,0.04,0.01,212.43,33.387,0.179,,212.43,33.387,0.179,-0.17,-0.247,0.077,-0.229,,0.077,-0.229,-0.17,-0.247,0.077,-0.229,,0.077,-0.229
Prescription Drugs,NA,Unknown,Gastrointestinal,2016,0.02,0,220.422,24.404,0.071,,220.422,24.404,0.071,-0.589,-0.71,0.038,-0.604,,0.038,-0.604,-0.658,-0.782,0.118,-0.694,,0.118,-0.694
Prescription Drugs,NA,Unknown,Gastrointestinal,2017,0.03,0,412.512,20.162,0.07,,412.512,20.162,0.07,0.832,-0.191,0.871,-0.021,,0.871,-0.021,-0.374,-0.823,1.092,-0.701,,1.092,-0.701
Prescription Drugs,NA,Unknown,Gastrointestinal,2018,0.01,0,132.722,17.379,0.057,,132.722,17.379,0.057,-0.735,-0.29,-0.678,-0.176,,-0.678,-0.176,-0.834,-0.875,-0.327,-0.754,,-0.327,-0.754
Prescription Drugs,NA,Unknown,Heavy Metal Antagonists,2014,0,0,241.468,75.134,0.011,,241.468,75.134,0.011,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Heavy Metal Antagonists,2015,0,0,143.15,57.381,0.005,,143.15,57.381,0.005,-0.75,-0.678,-0.407,-0.578,,-0.407,-0.578,-0.75,-0.678,-0.407,-0.578,,-0.407,-0.578
Prescription Drugs,NA,Unknown,Heavy Metal Antagonists,2016,0,0,176.39,58.3,0.001,,176.39,58.3,0.001,-0.627,-0.692,0.232,-0.697,,0.232,-0.697,-0.907,-0.901,-0.27,-0.872,,-0.27,-0.872
Prescription Drugs,NA,Unknown,Heavy Metal Antagonists,2017,0,0,102.908,25.194,0.001,,102.908,25.194,0.001,-0.429,-0.577,-0.417,-0.022,,-0.417,-0.022,-0.947,-0.958,-0.574,-0.875,,-0.574,-0.875
Prescription Drugs,NA,Unknown,Heavy Metal Antagonists,2018,0,0,358.12,42.995,0.001,,358.12,42.995,0.001,0.345,-0.341,2.48,-0.614,,2.48,-0.614,-0.928,-0.972,0.483,-0.952,,0.483,-0.952
Prescription Drugs,NA,Unknown,Hormones,2014,2.64,0.3,381.949,42.874,6.9,,381.949,42.874,6.9,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Hormones,2015,0.96,0.18,192.06,36.234,4.998,,192.06,36.234,4.998,-0.636,-0.388,-0.497,-0.276,,-0.497,-0.276,-0.636,-0.388,-0.497,-0.276,,-0.497,-0.276
Prescription Drugs,NA,Unknown,Hormones,2016,0.11,0.05,57.053,26.224,1.889,,57.053,26.224,1.889,-0.888,-0.727,-0.703,-0.622,,-0.703,-0.622,-0.959,-0.833,-0.851,-0.726,,-0.851,-0.726
Prescription Drugs,NA,Unknown,Hormones,2017,0.06,0.03,50.744,23.092,1.218,,50.744,23.092,1.218,-0.426,-0.432,-0.111,-0.355,,-0.111,-0.355,-0.977,-0.905,-0.867,-0.823,,-0.867,-0.823
Prescription Drugs,NA,Unknown,Hormones,2018,0.03,0.01,48.314,20.21,0.626,,48.314,20.21,0.626,-0.511,-0.551,-0.048,-0.486,,-0.048,-0.486,-0.989,-0.957,-0.874,-0.909,,-0.874,-0.909
Prescription Drugs,NA,Unknown,Metabolic,2014,0.01,0,192.364,39.824,0.071,,192.364,39.824,0.071,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Metabolic,2015,0.01,0,226.271,28.908,0.046,,226.271,28.908,0.046,-0.241,-0.532,0.176,-0.355,,0.176,-0.355,-0.241,-0.532,0.176,-0.355,,0.176,-0.355
Prescription Drugs,NA,Unknown,Metabolic,2016,0,0,67.31,20.657,0.015,,67.31,20.657,0.015,-0.904,-0.769,-0.703,-0.677,,-0.703,-0.677,-0.927,-0.892,-0.65,-0.792,,-0.65,-0.792
Prescription Drugs,NA,Unknown,Metabolic,2017,0,0,104.879,16.436,0.016,,104.879,16.436,0.016,0.649,-0.158,0.558,0.058,,0.558,0.058,-0.88,-0.909,-0.455,-0.78,,-0.455,-0.78
Prescription Drugs,NA,Unknown,Metabolic,2018,0,0,63.573,17.705,0.01,,63.573,17.705,0.01,-0.599,-0.288,-0.394,-0.339,,-0.394,-0.339,-0.952,-0.935,-0.67,-0.854,,-0.67,-0.854
Prescription Drugs,NA,Unknown,Miscellaneous,2014,1.88,0.19,352.675,35.942,5.317,,352.675,35.942,5.317,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Miscellaneous,2015,3.15,0.2,553.776,35.597,5.685,,553.776,35.597,5.685,0.679,0.059,0.57,0.069,,0.57,0.069,0.679,0.059,0.57,0.069,,0.57,0.069
Prescription Drugs,NA,Unknown,Miscellaneous,2016,0.4,0.05,171.754,22.107,2.334,,171.754,22.107,2.334,-0.873,-0.745,-0.69,-0.59,,-0.69,-0.59,-0.786,-0.73,-0.513,-0.561,,-0.513,-0.561
Prescription Drugs,NA,Unknown,Miscellaneous,2017,0.12,0.04,44.611,15.679,2.605,,44.611,15.679,2.605,-0.71,-0.208,-0.74,0.116,,-0.74,0.116,-0.938,-0.786,-0.874,-0.51,,-0.874,-0.51
Prescription Drugs,NA,Unknown,Miscellaneous,2018,0.21,0.05,80.56,21.105,2.56,,80.56,21.105,2.56,0.775,0.323,0.806,-0.017,,0.806,-0.017,-0.89,-0.717,-0.772,-0.519,,-0.772,-0.519
Prescription Drugs,NA,Unknown,Respiratory,2014,0.09,0,"1,410.76",76.865,0.064,,"1,410.76",76.865,0.064,,,,,,,,0,0,0,0,,0,0
Prescription Drugs,NA,Unknown,Respiratory,2015,0.03,0,971.404,44.985,0.026,,971.404,44.985,0.026,-0.72,-0.762,-0.311,-0.594,,-0.311,-0.594,-0.72,-0.762,-0.311,-0.594,,-0.311,-0.594
Prescription Drugs,NA,Unknown,Respiratory,2016,0,0,133.36,15.314,0.007,,133.36,15.314,0.007,-0.963,-0.909,-0.863,-0.733,,-0.863,-0.733,-0.99,-0.978,-0.905,-0.891,,-0.905,-0.891
Prescription Drugs,NA,Unknown,Respiratory,2017,0,0,81.205,11.79,0.008,,81.205,11.79,0.008,-0.318,-0.138,-0.391,0.12,,-0.391,0.12,-0.993,-0.981,-0.942,-0.878,,-0.942,-0.878
