plan_type,HCCI_category,HCCI_outpatient_service_type,HCCI_subcategory,RX_generic_brand_indicator,Year,spending_per_member,OOP_spending_per_member,adjusted_price,adjusted_OOP_price,adjusted_utilization_per_1000,case_mix_intensity_index,price,OOP_price,utilization_per_1000,annual_pct_change_spending_per_member,annual_pct_change_OOP_spending_per_member,annual_pct_change_adjusted_price,annual_pct_change_adjusted_utilization_per_1000,annual_pct_change_case_mix_intensity_index,annual_pct_change_price,annual_pct_change_utilization_per_1000,cumulative_pct_change_spending_per_member,cumulative_pct_change_OOP_spending_per_member,cumulative_pct_change_adjusted_price,cumulative_pct_change_adjusted_utilization_per_1000,cumulative_pct_change_case_mix_intensity_index,cumulative_pct_change_price,cumulative_pct_change_utilization_per_1000
CDHP,Professional,NA,All Professional Services,NA,2015,"1,585.85",516.853,105.914,34.519,"14,972.97",1.008,106.75,34.792,"14,855.69",0.032,0.024,0.021,0.011,0.008,0.029,0.003,0.032,0.024,0.021,0.011,0.008,0.029,0.003
CDHP,Professional,NA,All Professional Services,NA,2016,"1,667.25",529.615,108.931,34.603,"15,305.53",1.029,112.142,35.623,"14,867.29",0.051,0.025,0.028,0.022,0.021,0.051,0.001,0.085,0.049,0.05,0.033,0.029,0.081,0.004
CDHP,Professional,NA,All Professional Services,NA,2017,"1,730.81",541.325,112.599,35.216,"15,371.49",1.03,115.995,36.278,"14,921.40",0.038,0.022,0.034,0.004,0.001,0.034,0.004,0.126,0.073,0.085,0.038,0.03,0.118,0.007
CDHP,Professional,NA,All Professional Services,NA,2018,"1,824.16",557.99,114.109,34.905,"15,986.05",1.031,117.676,35.996,"15,501.48",0.054,0.031,0.013,0.04,0.001,0.014,0.039,0.187,0.106,0.1,0.079,0.031,0.134,0.046
CDHP,Professional,NA,Anesthesia,NA,2014,96.265,17.7,737.433,135.588,130.541,1,737.433,135.588,130.541,,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Anesthesia,NA,2015,99.468,17.94,750.879,135.431,132.468,0.994,746.389,134.621,133.265,0.033,0.014,0.018,0.015,-0.006,0.012,0.021,0.033,0.014,0.018,0.015,-0.006,0.012,0.021
CDHP,Professional,NA,Anesthesia,NA,2016,104.313,17.443,763.006,127.585,136.713,0.99,755.721,126.367,138.031,0.049,-0.028,0.016,0.032,-0.004,0.013,0.036,0.084,-0.015,0.035,0.047,-0.01,0.025,0.057
CDHP,Professional,NA,Anesthesia,NA,2017,107.952,17.663,773.778,126.605,139.512,0.929,719.214,117.678,150.097,0.035,0.013,0.014,0.02,-0.062,-0.048,0.087,0.121,-0.002,0.049,0.069,-0.071,-0.025,0.15
CDHP,Professional,NA,Anesthesia,NA,2018,108.265,17.856,757.171,124.877,142.987,0.928,702.285,115.825,154.162,0.003,0.011,-0.021,0.025,-0.002,-0.024,0.027,0.125,0.009,0.027,0.095,-0.072,-0.048,0.181
CDHP,Professional,NA,ER,NA,2014,67.918,22.702,392.645,131.244,172.975,1,392.645,131.244,172.975,,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,ER,NA,2015,72.8,24.75,410.686,139.622,177.266,1.001,411.126,139.771,177.076,0.072,0.09,0.046,0.025,0.001,0.047,0.024,0.072,0.09,0.046,0.025,0.001,0.047,0.024
CDHP,Professional,NA,ER,NA,2016,78.459,26.191,420.216,140.278,186.71,1.023,429.861,143.498,182.521,0.078,0.058,0.023,0.053,0.022,0.046,0.031,0.155,0.154,0.07,0.079,0.023,0.095,0.055
CDHP,Professional,NA,ER,NA,2017,81.966,26.742,428.513,139.806,191.279,1.036,443.768,144.783,184.704,0.045,0.021,0.02,0.024,0.012,0.032,0.012,0.207,0.178,0.091,0.106,0.036,0.13,0.068
CDHP,Professional,NA,ER,NA,2018,80.505,26.088,407.106,131.925,197.749,1.052,428.267,138.783,187.978,-0.018,-0.024,-0.05,0.034,0.016,-0.035,0.018,0.185,0.149,0.037,0.143,0.052,0.091,0.087
CDHP,Professional,NA,Immunizations,NA,2014,33.039,0.517,62.1,0.971,532.032,1,62.1,0.971,532.032,,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Immunizations,NA,2015,34.811,0.472,63.574,0.862,547.574,1.067,67.804,0.919,513.412,0.054,-0.086,0.024,0.029,0.067,0.092,-0.035,0.054,-0.086,0.024,0.029,0.067,0.092,-0.035
CDHP,Professional,NA,Immunizations,NA,2016,38.988,0.454,64.62,0.752,603.338,1.106,71.488,0.832,545.374,0.12,-0.039,0.016,0.102,0.037,0.054,0.062,0.18,-0.121,0.041,0.134,0.106,0.151,0.025
CDHP,Professional,NA,Immunizations,NA,2017,39.627,0.474,66.588,0.796,595.105,1.111,74.007,0.885,535.447,0.016,0.044,0.03,-0.014,0.005,0.035,-0.018,0.199,-0.083,0.072,0.119,0.111,0.192,0.006
CDHP,Professional,NA,Immunizations,NA,2018,42.129,0.499,68.26,0.809,617.18,1.086,74.111,0.879,568.451,0.063,0.054,0.025,0.037,-0.023,0.001,0.062,0.275,-0.033,0.099,0.16,0.086,0.193,0.068
CDHP,Professional,NA,Lab,NA,2014,139.703,58.429,32.211,13.472,"4,337.08",1,32.211,13.472,"4,337.08",,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Lab,NA,2015,143.846,59.093,31.755,13.045,"4,529.91",1.046,33.2,13.639,"4,332.68",0.03,0.011,-0.014,0.044,0.046,0.031,-0.001,0.03,0.011,-0.014,0.044,0.046,0.031,-0.001
CDHP,Professional,NA,Lab,NA,2016,134.553,56.404,30.213,12.665,"4,453.44",1.082,32.691,13.704,"4,115.93",-0.065,-0.046,-0.049,-0.017,0.035,-0.015,-0.05,-0.037,-0.035,-0.062,0.027,0.082,0.015,-0.051
CDHP,Professional,NA,Lab,NA,2017,133.651,56.145,29.455,12.374,"4,537.39",1.088,32.035,13.458,"4,171.98",-0.007,-0.005,-0.025,0.019,0.005,-0.02,0.014,-0.043,-0.039,-0.086,0.046,0.088,-0.005,-0.038
CDHP,Professional,NA,Lab,NA,2018,130.718,55.221,27.397,11.574,"4,771.30",1.116,30.582,12.919,"4,274.37",-0.022,-0.016,-0.07,0.052,0.026,-0.045,0.025,-0.064,-0.055,-0.149,0.1,0.116,-0.051,-0.014
CDHP,Professional,NA,Office Visits,NA,2014,349.198,160.552,111.296,51.171,"3,137.57",1,111.296,51.171,"3,137.57",,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Office Visits,NA,2015,358.98,165.099,113.173,52.05,"3,171.96",1.007,114.021,52.439,"3,148.38",0.028,0.028,0.017,0.011,0.007,0.024,0.003,0.028,0.028,0.017,0.011,0.007,0.024,0.003
CDHP,Professional,NA,Office Visits,NA,2016,375.386,171.257,115.527,52.706,"3,249.33",1.015,117.218,53.477,"3,202.46",0.046,0.037,0.021,0.024,0.007,0.028,0.017,0.075,0.067,0.038,0.036,0.015,0.053,0.021
CDHP,Professional,NA,Office Visits,NA,2017,388.648,176.76,117.89,53.617,"3,296.70",1.022,120.539,54.822,"3,224.26",0.035,0.032,0.02,0.015,0.008,0.028,0.007,0.113,0.101,0.059,0.051,0.022,0.083,0.028
CDHP,Professional,NA,Office Visits,NA,2018,409.236,184.802,120.211,54.285,"3,404.32",1.03,123.863,55.934,"3,303.96",0.053,0.045,0.02,0.033,0.008,0.028,0.025,0.172,0.151,0.08,0.085,0.03,0.113,0.053
CDHP,Professional,NA,Other Services,NA,2014,166.972,61.718,96.83,35.791,"1,724.38",1,96.83,35.791,"1,724.38",,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Other Services,NA,2015,171.722,63.72,98.236,36.452,"1,748.06",1.005,98.756,36.645,"1,738.85",0.028,0.032,0.015,0.014,0.005,0.02,0.008,0.028,0.032,0.015,0.014,0.005,0.02,0.008
CDHP,Professional,NA,Other Services,NA,2016,189.217,68.021,103.108,37.066,"1,835.12",1.011,104.269,37.483,"1,814.70",0.102,0.068,0.05,0.05,0.006,0.056,0.044,0.133,0.102,0.065,0.064,0.011,0.077,0.052
CDHP,Professional,NA,Other Services,NA,2017,196.179,69.467,104.562,37.025,"1,876.20",1.002,104.795,37.108,"1,872.04",0.037,0.021,0.014,0.022,-0.009,0.005,0.032,0.175,0.126,0.08,0.088,0.002,0.082,0.086
CDHP,Professional,NA,Other Services,NA,2018,200.569,70.585,102.55,36.09,"1,955.82",0.991,101.613,35.76,"1,973.85",0.022,0.016,-0.019,0.042,-0.011,-0.03,0.054,0.201,0.144,0.059,0.134,-0.009,0.049,0.145
CDHP,Professional,NA,Physical Medicine,NA,2014,67.004,32.922,39.82,19.565,"1,682.69",1,39.82,19.565,"1,682.69",,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Physical Medicine,NA,2015,68.464,33.753,39.899,19.67,"1,715.93",1.005,40.115,19.777,"1,706.71",0.022,0.025,0.002,0.02,0.005,0.007,0.014,0.022,0.025,0.002,0.02,0.005,0.007,0.014
CDHP,Professional,NA,Physical Medicine,NA,2016,72.602,35.553,42.363,20.745,"1,713.81",1.017,43.091,21.102,"1,684.86",0.06,0.053,0.062,-0.001,0.012,0.074,-0.013,0.084,0.08,0.064,0.018,0.017,0.082,0.001
CDHP,Professional,NA,Physical Medicine,NA,2017,73.424,35.627,43.375,21.047,"1,692.77",1.026,44.495,21.59,"1,650.18",0.011,0.002,0.024,-0.012,0.008,0.033,-0.021,0.096,0.082,0.089,0.006,0.026,0.117,-0.019
CDHP,Professional,NA,Physical Medicine,NA,2018,77.661,37.028,43.411,20.698,"1,788.97",1.035,44.951,21.432,"1,727.67",0.058,0.039,0.001,0.057,0.009,0.01,0.047,0.159,0.125,0.09,0.063,0.035,0.129,0.027
CDHP,Professional,NA,Psychiatry,NA,2014,36.946,19.02,93.202,47.982,396.404,1,93.202,47.982,396.404,,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Psychiatry,NA,2015,37.673,19.168,94.309,47.985,399.465,1.006,94.911,48.292,396.93,0.02,0.008,0.012,0.008,0.006,0.018,0.001,0.02,0.008,0.012,0.008,0.006,0.018,0.001
CDHP,Professional,NA,Psychiatry,NA,2016,41.375,20.946,96.258,48.731,429.836,1.005,96.75,48.98,427.65,0.098,0.093,0.021,0.076,-0.001,0.019,0.077,0.12,0.101,0.033,0.084,0.005,0.038,0.079
CDHP,Professional,NA,Psychiatry,NA,2017,45.141,22.52,96.613,48.198,467.233,1.004,97.001,48.392,465.364,0.091,0.075,0.004,0.087,-0.001,0.003,0.088,0.222,0.184,0.037,0.179,0.004,0.041,0.174
CDHP,Professional,NA,Psychiatry,NA,2018,52.476,25.2,98.013,47.068,535.399,1.01,99.04,47.561,529.848,0.162,0.119,0.014,0.146,0.006,0.021,0.139,0.42,0.325,0.052,0.351,0.01,0.063,0.337
CDHP,Professional,NA,Radiology,NA,2014,132.326,48.813,117.708,43.421,"1,124.19",1,117.708,43.421,"1,124.19",,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Radiology,NA,2015,132.408,49.498,118.692,44.371,"1,115.56",0.996,118.174,44.177,"1,120.45",0.001,0.014,0.008,-0.008,-0.004,0.004,-0.003,0.001,0.014,0.008,-0.008,-0.004,0.004,-0.003
CDHP,Professional,NA,Radiology,NA,2016,134.315,49.772,120.215,44.547,"1,117.29",0.992,119.212,44.176,"1,126.69",0.014,0.006,0.013,0.002,-0.004,0.009,0.006,0.015,0.02,0.021,-0.006,-0.008,0.013,0.002
CDHP,Professional,NA,Radiology,NA,2017,138.135,50.413,134.905,49.234,"1,023.94",0.971,130.971,47.798,"1,054.70",0.028,0.013,0.122,-0.084,-0.021,0.099,-0.064,0.044,0.033,0.146,-0.089,-0.029,0.113,-0.062
CDHP,Professional,NA,Radiology,NA,2018,145.011,52.182,135.72,48.839,"1,068.46",0.96,130.255,46.872,"1,113.28",0.05,0.035,0.006,0.043,-0.011,-0.005,0.056,0.096,0.069,0.153,-0.05,-0.04,0.107,-0.01
CDHP,Professional,NA,Surgical,NA,2014,258.931,69.052,413.052,110.152,626.873,1,413.052,110.152,626.873,,,,,,,,0,0,0,0,0,0,0
CDHP,Professional,NA,Surgical,NA,2015,260.418,69.714,418.158,111.942,622.773,0.99,414.026,110.836,628.989,0.006,0.01,0.012,-0.007,-0.01,0.002,0.003,0.006,0.01,0.012,-0.007,-0.01,0.002,0.003
CDHP,Professional,NA,Surgical,NA,2016,269.426,69.801,426.403,110.469,631.859,0.987,420.961,109.059,640.028,0.035,0.001,0.02,0.015,-0.003,0.017,0.018,0.041,0.011,0.032,0.008,-0.013,0.019,0.021
CDHP,Professional,NA,Surgical,NA,2017,269.619,70.522,430.728,112.661,625.962,0.985,424.085,110.924,635.768,0.001,0.01,0.01,-0.009,-0.003,0.007,-0.007,0.041,0.021,0.043,-0.001,-0.015,0.027,0.014
CDHP,Professional,NA,Surgical,NA,2018,276.111,71.647,434.41,112.724,635.601,0.983,427.015,110.805,646.608,0.024,0.016,0.009,0.015,-0.002,0.007,0.017,0.066,0.038,0.052,0.014,-0.017,0.034,0.031
CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2014,713.34,189.821,85.714,22.809,"8,322.32",,85.714,22.809,"8,322.32",,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2015,765.865,188.108,92.811,22.796,"8,251.88",,92.811,22.796,"8,251.88",0.074,-0.009,0.083,-0.008,,0.083,-0.008,0.074,-0.009,0.083,-0.008,,0.083,-0.008
CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2016,805.986,186.448,98.372,22.756,"8,193.22",,98.372,22.756,"8,193.22",0.052,-0.009,0.06,-0.007,,0.06,-0.007,0.13,-0.018,0.148,-0.016,,0.148,-0.016
CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2017,858.779,182.796,102.679,21.856,"8,363.76",,102.679,21.856,"8,363.76",0.066,-0.02,0.044,0.021,,0.044,0.021,0.204,-0.037,0.198,0.005,,0.198,0.005
CDHP,Prescription Drugs,NA,All Prescription Drugs,All,2018,911.719,186.798,106.646,21.85,"8,548.99",,106.646,21.85,"8,548.99",0.062,0.022,0.039,0.022,,0.039,0.022,0.278,-0.016,0.244,0.027,,0.244,0.027
CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2014,506.018,98.537,380.269,74.05,"1,330.68",,380.269,74.05,"1,330.68",,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2015,558.341,97.474,467.255,81.572,"1,194.94",,467.255,81.572,"1,194.94",0.103,-0.011,0.229,-0.102,,0.229,-0.102,0.103,-0.011,0.229,-0.102,,0.229,-0.102
CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2016,597.502,95.301,541.399,86.352,"1,103.63",,541.399,86.352,"1,103.63",0.07,-0.022,0.159,-0.076,,0.159,-0.076,0.181,-0.033,0.424,-0.171,,0.424,-0.171
CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2017,649.15,91.334,671.129,94.426,967.25,,671.129,94.426,967.25,0.086,-0.042,0.24,-0.124,,0.24,-0.124,0.283,-0.073,0.765,-0.273,,0.765,-0.273
CDHP,Prescription Drugs,NA,All Prescription Drugs,Brand,2018,706.426,94.993,758.641,102.014,931.172,,758.641,102.014,931.172,0.088,0.04,0.13,-0.037,,0.13,-0.037,0.396,-0.036,0.995,-0.3,,0.995,-0.3
CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2014,188.593,87.694,27.542,12.807,"6,847.49",,27.542,12.807,"6,847.49",,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2015,191.974,87.739,27.761,12.688,"6,915.27",,27.761,12.688,"6,915.27",0.018,0.001,0.008,0.01,,0.008,0.01,0.018,0.001,0.008,0.01,,0.008,0.01
CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2016,198.453,89.05,28.489,12.783,"6,966.04",,28.489,12.783,"6,966.04",0.034,0.015,0.026,0.007,,0.026,0.007,0.052,0.015,0.034,0.017,,0.034,0.017
CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2017,199.219,89.477,27.397,12.305,"7,271.48",,27.397,12.305,"7,271.48",0.004,0.005,-0.038,0.044,,-0.038,0.044,0.056,0.02,-0.005,0.062,,-0.005,0.062
CDHP,Prescription Drugs,NA,All Prescription Drugs,Generic,2018,195.851,89.865,26.143,11.995,"7,491.57",,26.143,11.995,"7,491.57",-0.017,0.004,-0.046,0.03,,-0.046,0.03,0.038,0.025,-0.051,0.094,,-0.051,0.094
CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2014,18.729,3.59,129.936,24.908,144.143,,129.936,24.908,144.143,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2015,15.55,2.896,109.761,20.438,141.671,,109.761,20.438,141.671,-0.17,-0.194,-0.155,-0.017,,-0.155,-0.017,-0.17,-0.194,-0.155,-0.017,,-0.155,-0.017
CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2016,10.031,2.097,81.188,16.975,123.555,,81.188,16.975,123.555,-0.355,-0.276,-0.26,-0.128,,-0.26,-0.128,-0.464,-0.416,-0.375,-0.143,,-0.375,-0.143
CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2017,10.411,1.986,83.267,15.883,125.028,,83.267,15.883,125.028,0.038,-0.053,0.026,0.012,,0.026,0.012,-0.444,-0.447,-0.359,-0.133,,-0.359,-0.133
CDHP,Prescription Drugs,NA,All Prescription Drugs,Unknown,2018,9.442,1.941,74.792,15.373,126.244,,74.792,15.373,126.244,-0.093,-0.023,-0.102,0.01,,-0.102,0.01,-0.496,-0.459,-0.424,-0.124,,-0.424,-0.124
CDHP,Prescription Drugs,NA,Anti-Infectives,All,2014,83.243,18.916,224.273,50.964,371.168,,224.273,50.964,371.168,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Anti-Infectives,All,2015,99.541,20.253,272.838,55.513,364.837,,272.838,55.513,364.837,0.196,0.071,0.217,-0.017,,0.217,-0.017,0.196,0.071,0.217,-0.017,,0.217,-0.017
CDHP,Prescription Drugs,NA,Anti-Infectives,All,2016,91.166,19.924,256.963,56.159,354.782,,256.963,56.159,354.782,-0.084,-0.016,-0.058,-0.028,,-0.058,-0.028,0.095,0.053,0.146,-0.044,,0.146,-0.044
CDHP,Prescription Drugs,NA,Anti-Infectives,All,2017,89.514,19.733,254.829,56.175,351.271,,254.829,56.175,351.271,-0.018,-0.01,-0.008,-0.01,,-0.008,-0.01,0.075,0.043,0.136,-0.054,,0.136,-0.054
CDHP,Prescription Drugs,NA,Anti-Infectives,All,2018,92.048,21.163,263.755,60.639,348.99,,263.755,60.639,348.99,0.028,0.072,0.035,-0.006,,0.035,-0.006,0.106,0.119,0.176,-0.06,,0.176,-0.06
CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2014,63.768,7.941,"1,705.72",212.41,37.384,,"1,705.72",212.41,37.384,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2015,79.175,8.889,"2,287.14",256.769,34.617,,"2,287.14",256.769,34.617,0.242,0.119,0.341,-0.074,,0.341,-0.074,0.242,0.119,0.341,-0.074,,0.341,-0.074
CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2016,70.481,8.426,"2,215.13",264.804,31.818,,"2,215.13",264.804,31.818,-0.11,-0.052,-0.031,-0.081,,-0.031,-0.081,0.105,0.061,0.299,-0.149,,0.299,-0.149
CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2017,67.511,7.258,"2,294.99",246.74,29.417,,"2,294.99",246.74,29.417,-0.042,-0.139,0.036,-0.075,,0.036,-0.075,0.059,-0.086,0.345,-0.213,,0.345,-0.213
CDHP,Prescription Drugs,NA,Anti-Infectives,Brand,2018,69.549,7.932,"2,401.25",273.849,28.964,,"2,401.25",273.849,28.964,0.03,0.093,0.046,-0.015,,0.046,-0.015,0.091,-0.001,0.408,-0.225,,0.408,-0.225
CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2014,19.208,10.934,57.612,32.794,333.398,,57.612,32.794,333.398,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2015,20.25,11.344,61.361,34.375,330.018,,61.361,34.375,330.018,0.054,0.038,0.065,-0.01,,0.065,-0.01,0.054,0.038,0.065,-0.01,,0.065,-0.01
CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2016,20.671,11.495,64.016,35.6,322.902,,64.016,35.6,322.902,0.021,0.013,0.043,-0.022,,0.043,-0.022,0.076,0.051,0.111,-0.031,,0.111,-0.031
CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2017,22,12.473,68.36,38.757,321.824,,68.36,38.757,321.824,0.064,0.085,0.068,-0.003,,0.068,-0.003,0.145,0.141,0.187,-0.035,,0.187,-0.035
CDHP,Prescription Drugs,NA,Anti-Infectives,Generic,2018,22.497,13.23,70.302,41.343,320.005,,70.302,41.343,320.005,0.023,0.061,0.028,-0.006,,0.028,-0.006,0.171,0.21,0.22,-0.04,,0.22,-0.04
CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2014,0.268,0.042,694.103,108.648,0.386,,694.103,108.648,0.386,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2015,0.116,0.02,577.441,100.313,0.202,,577.441,100.313,0.202,-0.565,-0.517,-0.168,-0.477,,-0.168,-0.477,-0.565,-0.517,-0.168,-0.477,,-0.168,-0.477
CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2016,0.014,0.003,227.844,56.149,0.062,,227.844,56.149,0.062,-0.879,-0.829,-0.605,-0.694,,-0.605,-0.694,-0.947,-0.917,-0.672,-0.84,,-0.672,-0.84
CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2017,0.003,0.001,102.915,37.258,0.03,,102.915,37.258,0.03,-0.783,-0.682,-0.548,-0.52,,-0.548,-0.52,-0.989,-0.974,-0.852,-0.923,,-0.852,-0.923
CDHP,Prescription Drugs,NA,Anti-Infectives,Unknown,2018,0.001,0.001,66.334,44.494,0.021,,66.334,44.494,0.021,-0.546,-0.159,-0.355,-0.296,,-0.355,-0.296,-0.995,-0.978,-0.904,-0.946,,-0.904,-0.946
CDHP,Prescription Drugs,NA,Antihistamines,All,2014,0.908,0.417,33.197,15.267,27.34,,33.197,15.267,27.34,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Antihistamines,All,2015,0.746,0.382,28.361,14.517,26.312,,28.361,14.517,26.312,-0.178,-0.085,-0.146,-0.038,,-0.146,-0.038,-0.178,-0.085,-0.146,-0.038,,-0.146,-0.038
CDHP,Prescription Drugs,NA,Antihistamines,All,2016,0.656,0.38,22.59,13.101,29.031,,22.59,13.101,29.031,-0.121,-0.004,-0.203,0.103,,-0.203,0.103,-0.277,-0.089,-0.32,0.062,,-0.32,0.062
CDHP,Prescription Drugs,NA,Antihistamines,All,2017,0.608,0.343,22.099,12.459,27.511,,22.099,12.459,27.511,-0.073,-0.099,-0.022,-0.052,,-0.022,-0.052,-0.33,-0.179,-0.334,0.006,,-0.334,0.006
CDHP,Prescription Drugs,NA,Antihistamines,All,2018,0.566,0.296,22.056,11.528,25.681,,22.056,11.528,25.681,-0.068,-0.136,-0.002,-0.066,,-0.002,-0.066,-0.376,-0.291,-0.336,-0.061,,-0.336,-0.061
CDHP,Prescription Drugs,NA,Antihistamines,Brand,2014,0.089,0.036,93.642,38.067,0.951,,93.642,38.067,0.951,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Antihistamines,Brand,2015,0.071,0.027,119.227,45.721,0.594,,119.227,45.721,0.594,-0.205,-0.25,0.273,-0.375,,0.273,-0.375,-0.205,-0.25,0.273,-0.375,,0.273,-0.375
CDHP,Prescription Drugs,NA,Antihistamines,Brand,2016,0.063,0.025,107.636,43.446,0.582,,107.636,43.446,0.582,-0.115,-0.069,-0.097,-0.02,,-0.097,-0.02,-0.296,-0.301,0.149,-0.388,,0.149,-0.388
CDHP,Prescription Drugs,NA,Antihistamines,Brand,2017,0.055,0.023,94.878,39.376,0.582,,94.878,39.376,0.582,-0.118,-0.093,-0.119,0.001,,-0.119,0.001,-0.379,-0.366,0.013,-0.387,,0.013,-0.387
CDHP,Prescription Drugs,NA,Antihistamines,Brand,2018,0.044,0.017,72.802,28.19,0.605,,72.802,28.19,0.605,-0.202,-0.256,-0.233,0.039,,-0.233,0.039,-0.505,-0.528,-0.223,-0.363,,-0.223,-0.363
CDHP,Prescription Drugs,NA,Antihistamines,Generic,2014,0.662,0.372,25.171,14.141,26.295,,25.171,14.141,26.295,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Antihistamines,Generic,2015,0.605,0.35,23.579,13.644,25.664,,23.579,13.644,25.664,-0.086,-0.058,-0.063,-0.024,,-0.063,-0.024,-0.086,-0.058,-0.063,-0.024,,-0.063,-0.024
CDHP,Prescription Drugs,NA,Antihistamines,Generic,2016,0.592,0.355,20.829,12.469,28.433,,20.829,12.469,28.433,-0.021,0.012,-0.117,0.108,,-0.117,0.108,-0.105,-0.047,-0.172,0.081,,-0.172,0.081
CDHP,Prescription Drugs,NA,Antihistamines,Generic,2017,0.552,0.32,20.517,11.875,26.921,,20.517,11.875,26.921,-0.067,-0.098,-0.015,-0.053,,-0.015,-0.053,-0.165,-0.14,-0.185,0.024,,-0.185,0.024
CDHP,Prescription Drugs,NA,Antihistamines,Generic,2018,0.522,0.279,20.83,11.126,25.075,,20.83,11.126,25.075,-0.054,-0.127,0.015,-0.069,,0.015,-0.069,-0.211,-0.25,-0.172,-0.046,,-0.172,-0.046
CDHP,Prescription Drugs,NA,Antihistamines,Unknown,2014,0.157,0.009,"1,677.29",100.256,0.093,,"1,677.29",100.256,0.093,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Antihistamines,Unknown,2015,0.07,0.005,"1,285.63",85.248,0.055,,"1,285.63",85.248,0.055,-0.551,-0.502,-0.234,-0.415,,-0.234,-0.415,-0.551,-0.502,-0.234,-0.415,,-0.234,-0.415
CDHP,Prescription Drugs,NA,Antihistamines,Unknown,2016,0.001,0.001,59.423,34.069,0.015,,59.423,34.069,0.015,-0.987,-0.887,-0.954,-0.717,,-0.954,-0.717,-0.994,-0.944,-0.965,-0.834,,-0.965,-0.834
CDHP,Prescription Drugs,NA,Antihistamines,Unknown,2017,0,0,53.312,19.625,0.007,,53.312,19.625,0.007,-0.614,-0.752,-0.103,-0.57,,-0.103,-0.57,-0.998,-0.986,-0.968,-0.929,,-0.968,-0.929
CDHP,Prescription Drugs,NA,Antihistamines,Unknown,2018,0,0,40.425,21.642,0.001,,40.425,21.642,0.001,-0.832,-0.755,-0.242,-0.778,,-0.242,-0.778,-1,-0.997,-0.976,-0.984,,-0.976,-0.984
CDHP,Prescription Drugs,NA,Autonomic,All,2014,19.129,7.346,77.276,29.677,247.54,,77.276,29.677,247.54,,,,,,,,0,0,0,0,,0,0
CDHP,Prescription Drugs,NA,Autonomic,All,2015,21.55,7.59,85.811,30.222,251.134,,85.811,30.222,251.134,0.127,0.033,0.11,0.015,,0.11,0.015,0.127,0.033,0.11,0.015,,0.11,0.015
CDHP,Prescription Drugs,NA,Autonomic,All,2016,23.273,7.963,94.011,32.166,247.56,,94.011,32.166,247.56,0.08,0.049,0.096,-0.014,,0.096,-0.014,0.217,0.084,0.217,0,,0.217,0
